model,discrete_algorithm,continuous_algorithm,particles,data_size,repetition,parameter,step,value
GMM,PG,MH,5,10,4,z[10],4,1.0
GMM,PG,MH,5,10,4,μ[1],4,-7.723190265425318
GMM,PG,MH,5,10,4,μ[2],4,-7.297992501109377
GMM,PG,MH,5,10,4,w[1],5,0.9988499160602673
GMM,PG,MH,5,10,4,w[2],5,0.0011500839397327557
GMM,PG,MH,5,10,4,z[1],5,1.0
GMM,PG,MH,5,10,4,z[2],5,1.0
GMM,PG,MH,5,10,4,z[3],5,1.0
GMM,PG,MH,5,10,4,z[4],5,1.0
GMM,PG,MH,5,10,4,z[5],5,1.0
GMM,PG,MH,5,10,4,z[6],5,1.0
GMM,PG,MH,5,10,4,z[7],5,1.0
GMM,PG,MH,5,10,4,z[8],5,1.0
GMM,PG,MH,5,10,4,z[9],5,1.0
GMM,PG,MH,5,10,4,z[10],5,1.0
GMM,PG,MH,5,10,4,μ[1],5,-7.723190265425318
GMM,PG,MH,5,10,4,μ[2],5,-7.297992501109377
GMM,PG,MH,5,10,4,w[1],6,0.9988499160602673
GMM,PG,MH,5,10,4,w[2],6,0.0011500839397327557
GMM,PG,MH,5,10,4,z[1],6,1.0
GMM,PG,MH,5,10,4,z[2],6,1.0
GMM,PG,MH,5,10,4,z[3],6,1.0
GMM,PG,MH,5,10,4,z[4],6,1.0
GMM,PG,MH,5,10,4,z[5],6,1.0
GMM,PG,MH,5,10,4,z[6],6,1.0
GMM,PG,MH,5,10,4,z[7],6,1.0
GMM,PG,MH,5,10,4,z[8],6,1.0
GMM,PG,MH,5,10,4,z[9],6,1.0
GMM,PG,MH,5,10,4,z[10],6,1.0
GMM,PG,MH,5,10,4,μ[1],6,-7.723190265425318
GMM,PG,MH,5,10,4,μ[2],6,-7.297992501109377
GMM,PG,MH,5,10,4,w[1],7,0.9988499160602673
GMM,PG,MH,5,10,4,w[2],7,0.0011500839397327557
GMM,PG,MH,5,10,4,z[1],7,1.0
GMM,PG,MH,5,10,4,z[2],7,1.0
GMM,PG,MH,5,10,4,z[3],7,1.0
GMM,PG,MH,5,10,4,z[4],7,1.0
GMM,PG,MH,5,10,4,z[5],7,1.0
GMM,PG,MH,5,10,4,z[6],7,1.0
GMM,PG,MH,5,10,4,z[7],7,1.0
GMM,PG,MH,5,10,4,z[8],7,1.0
GMM,PG,MH,5,10,4,z[9],7,1.0
GMM,PG,MH,5,10,4,z[10],7,1.0
GMM,PG,MH,5,10,4,μ[1],7,-7.723190265425318
GMM,PG,MH,5,10,4,μ[2],7,-7.297992501109377
GMM,PG,MH,5,10,4,w[1],8,0.9988499160602673
GMM,PG,MH,5,10,4,w[2],8,0.0011500839397327557
GMM,PG,MH,5,10,4,z[1],8,1.0
GMM,PG,MH,5,10,4,z[2],8,1.0
GMM,PG,MH,5,10,4,z[3],8,1.0
GMM,PG,MH,5,10,4,z[4],8,1.0
GMM,PG,MH,5,10,4,z[5],8,1.0
GMM,PG,MH,5,10,4,z[6],8,1.0
GMM,PG,MH,5,10,4,z[7],8,1.0
GMM,PG,MH,5,10,4,z[8],8,1.0
GMM,PG,MH,5,10,4,z[9],8,1.0
GMM,PG,MH,5,10,4,z[10],8,1.0
GMM,PG,MH,5,10,4,μ[1],8,-7.723190265425318
GMM,PG,MH,5,10,4,μ[2],8,-7.297992501109377
GMM,PG,MH,5,10,4,w[1],9,0.9988499160602673
GMM,PG,MH,5,10,4,w[2],9,0.0011500839397327557
GMM,PG,MH,5,10,4,z[1],9,1.0
GMM,PG,MH,5,10,4,z[2],9,1.0
GMM,PG,MH,5,10,4,z[3],9,1.0
GMM,PG,MH,5,10,4,z[4],9,1.0
GMM,PG,MH,5,10,4,z[5],9,1.0
GMM,PG,MH,5,10,4,z[6],9,1.0
GMM,PG,MH,5,10,4,z[7],9,1.0
GMM,PG,MH,5,10,4,z[8],9,1.0
GMM,PG,MH,5,10,4,z[9],9,1.0
GMM,PG,MH,5,10,4,z[10],9,1.0
GMM,PG,MH,5,10,4,μ[1],9,-7.723190265425318
GMM,PG,MH,5,10,4,μ[2],9,-7.297992501109377
GMM,PG,MH,5,10,4,w[1],10,0.9988499160602673
GMM,PG,MH,5,10,4,w[2],10,0.0011500839397327557
GMM,PG,MH,5,10,4,z[1],10,1.0
GMM,PG,MH,5,10,4,z[2],10,1.0
GMM,PG,MH,5,10,4,z[3],10,1.0
GMM,PG,MH,5,10,4,z[4],10,1.0
GMM,PG,MH,5,10,4,z[5],10,1.0
GMM,PG,MH,5,10,4,z[6],10,1.0
GMM,PG,MH,5,10,4,z[7],10,1.0
GMM,PG,MH,5,10,4,z[8],10,1.0
GMM,PG,MH,5,10,4,z[9],10,1.0
GMM,PG,MH,5,10,4,z[10],10,1.0
GMM,PG,MH,5,10,4,μ[1],10,-7.723190265425318
GMM,PG,MH,5,10,4,μ[2],10,-7.297992501109377
GMM,PG,MH,5,10,5,w[1],1,7.420501143735937e-5
GMM,PG,MH,5,10,5,w[2],1,0.9999257949885626
GMM,PG,MH,5,10,5,z[1],1,1.0
GMM,PG,MH,5,10,5,z[2],1,1.0
GMM,PG,MH,5,10,5,z[3],1,1.0
GMM,PG,MH,5,10,5,z[4],1,1.0
GMM,PG,MH,5,10,5,z[5],1,1.0
GMM,PG,MH,5,10,5,z[6],1,1.0
GMM,PG,MH,5,10,5,z[7],1,1.0
GMM,PG,MH,5,10,5,z[8],1,1.0
GMM,PG,MH,5,10,5,z[9],1,1.0
GMM,PG,MH,5,10,5,z[10],1,1.0
GMM,PG,MH,5,10,5,μ[1],1,-5.227387833582763
GMM,PG,MH,5,10,5,μ[2],1,-6.005492425638581
GMM,PG,MH,5,10,5,w[1],2,7.420501143735937e-5
GMM,PG,MH,5,10,5,w[2],2,0.9999257949885626
GMM,PG,MH,5,10,5,z[1],2,2.0
GMM,PG,MH,5,10,5,z[2],2,2.0
GMM,PG,MH,5,10,5,z[3],2,2.0
GMM,PG,MH,5,10,5,z[4],2,2.0
GMM,PG,MH,5,10,5,z[5],2,2.0
GMM,PG,MH,5,10,5,z[6],2,2.0
GMM,PG,MH,5,10,5,z[7],2,2.0
GMM,PG,MH,5,10,5,z[8],2,2.0
GMM,PG,MH,5,10,5,z[9],2,2.0
GMM,PG,MH,5,10,5,z[10],2,2.0
GMM,PG,MH,5,10,5,μ[1],2,-5.227387833582763
GMM,PG,MH,5,10,5,μ[2],2,-6.005492425638581
GMM,PG,MH,5,10,5,w[1],3,7.420501143735937e-5
GMM,PG,MH,5,10,5,w[2],3,0.9999257949885626
GMM,PG,MH,5,10,5,z[1],3,2.0
GMM,PG,MH,5,10,5,z[2],3,2.0
GMM,PG,MH,5,10,5,z[3],3,2.0
GMM,PG,MH,5,10,5,z[4],3,2.0
GMM,PG,MH,5,10,5,z[5],3,2.0
GMM,PG,MH,5,10,5,z[6],3,2.0
GMM,PG,MH,5,10,5,z[7],3,2.0
GMM,PG,MH,5,10,5,z[8],3,2.0
GMM,PG,MH,5,10,5,z[9],3,2.0
GMM,PG,MH,5,10,5,z[10],3,2.0
GMM,PG,MH,5,10,5,μ[1],3,-5.227387833582763
GMM,PG,MH,5,10,5,μ[2],3,-6.005492425638581
GMM,PG,MH,5,10,5,w[1],4,7.420501143735937e-5
GMM,PG,MH,5,10,5,w[2],4,0.9999257949885626
GMM,PG,MH,5,10,5,z[1],4,2.0
GMM,PG,MH,5,10,5,z[2],4,2.0
GMM,PG,MH,5,10,5,z[3],4,2.0
GMM,PG,MH,5,10,5,z[4],4,2.0
GMM,PG,MH,5,10,5,z[5],4,2.0
GMM,PG,MH,5,10,5,z[6],4,2.0
GMM,PG,MH,5,10,5,z[7],4,2.0
GMM,PG,MH,5,10,5,z[8],4,2.0
GMM,PG,MH,5,10,5,z[9],4,2.0
GMM,PG,MH,5,10,5,z[10],4,2.0
GMM,PG,MH,5,10,5,μ[1],4,-5.227387833582763
GMM,PG,MH,5,10,5,μ[2],4,-6.005492425638581
GMM,PG,MH,5,10,5,w[1],5,7.420501143735937e-5
GMM,PG,MH,5,10,5,w[2],5,0.9999257949885626
GMM,PG,MH,5,10,5,z[1],5,2.0
GMM,PG,MH,5,10,5,z[2],5,2.0
GMM,PG,MH,5,10,5,z[3],5,2.0
GMM,PG,MH,5,10,5,z[4],5,2.0
GMM,PG,MH,5,10,5,z[5],5,2.0
GMM,PG,MH,5,10,5,z[6],5,2.0
GMM,PG,MH,5,10,5,z[7],5,2.0
GMM,PG,MH,5,10,5,z[8],5,2.0
GMM,PG,MH,5,10,5,z[9],5,2.0
GMM,PG,MH,5,10,5,z[10],5,2.0
GMM,PG,MH,5,10,5,μ[1],5,-5.227387833582763
GMM,PG,MH,5,10,5,μ[2],5,-6.005492425638581
GMM,PG,MH,5,10,5,w[1],6,7.420501143735937e-5
GMM,PG,MH,5,10,5,w[2],6,0.9999257949885626
GMM,PG,MH,5,10,5,z[1],6,2.0
GMM,PG,MH,5,10,5,z[2],6,2.0
GMM,PG,MH,5,10,5,z[3],6,2.0
GMM,PG,MH,5,10,5,z[4],6,2.0
GMM,PG,MH,5,10,5,z[5],6,2.0
GMM,PG,MH,5,10,5,z[6],6,2.0
GMM,PG,MH,5,10,5,z[7],6,2.0
GMM,PG,MH,5,10,5,z[8],6,2.0
GMM,PG,MH,5,10,5,z[9],6,2.0
GMM,PG,MH,5,10,5,z[10],6,2.0
GMM,PG,MH,5,10,5,μ[1],6,-5.227387833582763
GMM,PG,MH,5,10,5,μ[2],6,-6.005492425638581
GMM,PG,MH,5,10,5,w[1],7,7.420501143735937e-5
GMM,PG,MH,5,10,5,w[2],7,0.9999257949885626
GMM,PG,MH,5,10,5,z[1],7,2.0
GMM,PG,MH,5,10,5,z[2],7,2.0
GMM,PG,MH,5,10,5,z[3],7,2.0
GMM,PG,MH,5,10,5,z[4],7,2.0
GMM,PG,MH,5,10,5,z[5],7,2.0
GMM,PG,MH,5,10,5,z[6],7,2.0
GMM,PG,MH,5,10,5,z[7],7,2.0
GMM,PG,MH,5,10,5,z[8],7,2.0
GMM,PG,MH,5,10,5,z[9],7,2.0
GMM,PG,MH,5,10,5,z[10],7,2.0
GMM,PG,MH,5,10,5,μ[1],7,-5.227387833582763
GMM,PG,MH,5,10,5,μ[2],7,-6.005492425638581
GMM,PG,MH,5,10,5,w[1],8,7.420501143735937e-5
GMM,PG,MH,5,10,5,w[2],8,0.9999257949885626
GMM,PG,MH,5,10,5,z[1],8,2.0
GMM,PG,MH,5,10,5,z[2],8,2.0
GMM,PG,MH,5,10,5,z[3],8,2.0
GMM,PG,MH,5,10,5,z[4],8,2.0
GMM,PG,MH,5,10,5,z[5],8,2.0
GMM,PG,MH,5,10,5,z[6],8,2.0
GMM,PG,MH,5,10,5,z[7],8,2.0
GMM,PG,MH,5,10,5,z[8],8,2.0
GMM,PG,MH,5,10,5,z[9],8,2.0
GMM,PG,MH,5,10,5,z[10],8,2.0
GMM,PG,MH,5,10,5,μ[1],8,-5.227387833582763
GMM,PG,MH,5,10,5,μ[2],8,-6.005492425638581
GMM,PG,MH,5,10,5,w[1],9,7.420501143735937e-5
GMM,PG,MH,5,10,5,w[2],9,0.9999257949885626
GMM,PG,MH,5,10,5,z[1],9,2.0
GMM,PG,MH,5,10,5,z[2],9,2.0
GMM,PG,MH,5,10,5,z[3],9,2.0
GMM,PG,MH,5,10,5,z[4],9,2.0
GMM,PG,MH,5,10,5,z[5],9,2.0
GMM,PG,MH,5,10,5,z[6],9,2.0
GMM,PG,MH,5,10,5,z[7],9,2.0
GMM,PG,MH,5,10,5,z[8],9,2.0
GMM,PG,MH,5,10,5,z[9],9,2.0
GMM,PG,MH,5,10,5,z[10],9,2.0
GMM,PG,MH,5,10,5,μ[1],9,-5.227387833582763
GMM,PG,MH,5,10,5,μ[2],9,-6.005492425638581
GMM,PG,MH,5,10,5,w[1],10,7.420501143735937e-5
GMM,PG,MH,5,10,5,w[2],10,0.9999257949885626
GMM,PG,MH,5,10,5,z[1],10,2.0
GMM,PG,MH,5,10,5,z[2],10,2.0
GMM,PG,MH,5,10,5,z[3],10,2.0
GMM,PG,MH,5,10,5,z[4],10,2.0
GMM,PG,MH,5,10,5,z[5],10,2.0
GMM,PG,MH,5,10,5,z[6],10,2.0
GMM,PG,MH,5,10,5,z[7],10,2.0
GMM,PG,MH,5,10,5,z[8],10,2.0
GMM,PG,MH,5,10,5,z[9],10,2.0
GMM,PG,MH,5,10,5,z[10],10,2.0
GMM,PG,MH,5,10,5,μ[1],10,-5.227387833582763
GMM,PG,MH,5,10,5,μ[2],10,-6.005492425638581
GMM,PG,MH,5,10,6,w[1],1,0.8022578003277386
GMM,PG,MH,5,10,6,w[2],1,0.19774219967226134
GMM,PG,MH,5,10,6,z[1],1,2.0
GMM,PG,MH,5,10,6,z[2],1,2.0
GMM,PG,MH,5,10,6,z[3],1,2.0
GMM,PG,MH,5,10,6,z[4],1,2.0
GMM,PG,MH,5,10,6,z[5],1,2.0
GMM,PG,MH,5,10,6,z[6],1,2.0
GMM,PG,MH,5,10,6,z[7],1,2.0
GMM,PG,MH,5,10,6,z[8],1,2.0
GMM,PG,MH,5,10,6,z[9],1,2.0
GMM,PG,MH,5,10,6,z[10],1,2.0
GMM,PG,MH,5,10,6,μ[1],1,5.2421794452391115
GMM,PG,MH,5,10,6,μ[2],1,-1.9591402533841984
GMM,PG,MH,5,10,6,w[1],2,0.8022578003277386
GMM,PG,MH,5,10,6,w[2],2,0.19774219967226134
GMM,PG,MH,5,10,6,z[1],2,2.0
GMM,PG,MH,5,10,6,z[2],2,2.0
GMM,PG,MH,5,10,6,z[3],2,1.0
GMM,PG,MH,5,10,6,z[4],2,1.0
GMM,PG,MH,5,10,6,z[5],2,2.0
GMM,PG,MH,5,10,6,z[6],2,2.0
GMM,PG,MH,5,10,6,z[7],2,2.0
GMM,PG,MH,5,10,6,z[8],2,2.0
GMM,PG,MH,5,10,6,z[9],2,2.0
GMM,PG,MH,5,10,6,z[10],2,2.0
GMM,PG,MH,5,10,6,μ[1],2,5.2421794452391115
GMM,PG,MH,5,10,6,μ[2],2,-1.9591402533841984
GMM,PG,MH,5,10,6,w[1],3,0.5431776269446924
GMM,PG,MH,5,10,6,w[2],3,0.45682237305530754
GMM,PG,MH,5,10,6,z[1],3,2.0
GMM,PG,MH,5,10,6,z[2],3,2.0
GMM,PG,MH,5,10,6,z[3],3,1.0
GMM,PG,MH,5,10,6,z[4],3,1.0
GMM,PG,MH,5,10,6,z[5],3,2.0
GMM,PG,MH,5,10,6,z[6],3,1.0
GMM,PG,MH,5,10,6,z[7],3,2.0
GMM,PG,MH,5,10,6,z[8],3,2.0
GMM,PG,MH,5,10,6,z[9],3,1.0
GMM,PG,MH,5,10,6,z[10],3,1.0
GMM,PG,MH,5,10,6,μ[1],3,3.6486834256337293
GMM,PG,MH,5,10,6,μ[2],3,-11.17850050331649
GMM,PG,MH,5,10,6,w[1],4,0.5431776269446924
GMM,PG,MH,5,10,6,w[2],4,0.45682237305530754
GMM,PG,MH,5,10,6,z[1],4,2.0
GMM,PG,MH,5,10,6,z[2],4,2.0
GMM,PG,MH,5,10,6,z[3],4,2.0
GMM,PG,MH,5,10,6,z[4],4,2.0
GMM,PG,MH,5,10,6,z[5],4,2.0
GMM,PG,MH,5,10,6,z[6],4,2.0
GMM,PG,MH,5,10,6,z[7],4,2.0
GMM,PG,MH,5,10,6,z[8],4,2.0
GMM,PG,MH,5,10,6,z[9],4,2.0
GMM,PG,MH,5,10,6,z[10],4,2.0
GMM,PG,MH,5,10,6,μ[1],4,3.6486834256337293
GMM,PG,MH,5,10,6,μ[2],4,-11.17850050331649
GMM,PG,MH,5,10,6,w[1],5,0.5431776269446924
GMM,PG,MH,5,10,6,w[2],5,0.45682237305530754
GMM,PG,MH,5,10,6,z[1],5,2.0
GMM,PG,MH,5,10,6,z[2],5,2.0
GMM,PG,MH,5,10,6,z[3],5,2.0
GMM,PG,MH,5,10,6,z[4],5,2.0
GMM,PG,MH,5,10,6,z[5],5,1.0
GMM,PG,MH,5,10,6,z[6],5,2.0
GMM,PG,MH,5,10,6,z[7],5,2.0
GMM,PG,MH,5,10,6,z[8],5,2.0
GMM,PG,MH,5,10,6,z[9],5,1.0
GMM,PG,MH,5,10,6,z[10],5,2.0
GMM,PG,MH,5,10,6,μ[1],5,3.6486834256337293
GMM,PG,MH,5,10,6,μ[2],5,-11.17850050331649
GMM,PG,MH,5,10,6,w[1],6,0.5431776269446924
GMM,PG,MH,5,10,6,w[2],6,0.45682237305530754
GMM,PG,MH,5,10,6,z[1],6,2.0
GMM,PG,MH,5,10,6,z[2],6,2.0
GMM,PG,MH,5,10,6,z[3],6,2.0
GMM,PG,MH,5,10,6,z[4],6,2.0
GMM,PG,MH,5,10,6,z[5],6,2.0
GMM,PG,MH,5,10,6,z[6],6,2.0
GMM,PG,MH,5,10,6,z[7],6,2.0
GMM,PG,MH,5,10,6,z[8],6,2.0
GMM,PG,MH,5,10,6,z[9],6,2.0
GMM,PG,MH,5,10,6,z[10],6,2.0
GMM,PG,MH,5,10,6,μ[1],6,3.6486834256337293
GMM,PG,MH,5,10,6,μ[2],6,-11.17850050331649
GMM,PG,MH,5,10,6,w[1],7,0.5431776269446924
GMM,PG,MH,5,10,6,w[2],7,0.45682237305530754
GMM,PG,MH,5,10,6,z[1],7,2.0
GMM,PG,MH,5,10,6,z[2],7,2.0
GMM,PG,MH,5,10,6,z[3],7,2.0
GMM,PG,MH,5,10,6,z[4],7,2.0
GMM,PG,MH,5,10,6,z[5],7,2.0
GMM,PG,MH,5,10,6,z[6],7,2.0
GMM,PG,MH,5,10,6,z[7],7,2.0
GMM,PG,MH,5,10,6,z[8],7,2.0
GMM,PG,MH,5,10,6,z[9],7,2.0
GMM,PG,MH,5,10,6,z[10],7,2.0
GMM,PG,MH,5,10,6,μ[1],7,3.6486834256337293
GMM,PG,MH,5,10,6,μ[2],7,-11.17850050331649
GMM,PG,MH,5,10,6,w[1],8,0.5431776269446924
GMM,PG,MH,5,10,6,w[2],8,0.45682237305530754
GMM,PG,MH,5,10,6,z[1],8,2.0
GMM,PG,MH,5,10,6,z[2],8,2.0
GMM,PG,MH,5,10,6,z[3],8,2.0
GMM,PG,MH,5,10,6,z[4],8,2.0
GMM,PG,MH,5,10,6,z[5],8,1.0
GMM,PG,MH,5,10,6,z[6],8,2.0
GMM,PG,MH,5,10,6,z[7],8,2.0
GMM,PG,MH,5,10,6,z[8],8,2.0
GMM,PG,MH,5,10,6,z[9],8,2.0
GMM,PG,MH,5,10,6,z[10],8,2.0
GMM,PG,MH,5,10,6,μ[1],8,3.6486834256337293
GMM,PG,MH,5,10,6,μ[2],8,-11.17850050331649
GMM,PG,MH,5,10,6,w[1],9,0.5431776269446924
GMM,PG,MH,5,10,6,w[2],9,0.45682237305530754
GMM,PG,MH,5,10,6,z[1],9,2.0
GMM,PG,MH,5,10,6,z[2],9,2.0
GMM,PG,MH,5,10,6,z[3],9,2.0
GMM,PG,MH,5,10,6,z[4],9,2.0
GMM,PG,MH,5,10,6,z[5],9,1.0
GMM,PG,MH,5,10,6,z[6],9,2.0
GMM,PG,MH,5,10,6,z[7],9,2.0
GMM,PG,MH,5,10,6,z[8],9,2.0
GMM,PG,MH,5,10,6,z[9],9,2.0
GMM,PG,MH,5,10,6,z[10],9,2.0
GMM,PG,MH,5,10,6,μ[1],9,3.6486834256337293
GMM,PG,MH,5,10,6,μ[2],9,-11.17850050331649
GMM,PG,MH,5,10,6,w[1],10,5.6107913394571895e-5
GMM,PG,MH,5,10,6,w[2],10,0.9999438920866054
GMM,PG,MH,5,10,6,z[1],10,2.0
GMM,PG,MH,5,10,6,z[2],10,2.0
GMM,PG,MH,5,10,6,z[3],10,2.0
GMM,PG,MH,5,10,6,z[4],10,2.0
GMM,PG,MH,5,10,6,z[5],10,1.0
GMM,PG,MH,5,10,6,z[6],10,2.0
GMM,PG,MH,5,10,6,z[7],10,2.0
GMM,PG,MH,5,10,6,z[8],10,2.0
GMM,PG,MH,5,10,6,z[9],10,2.0
GMM,PG,MH,5,10,6,z[10],10,2.0
GMM,PG,MH,5,10,6,μ[1],10,-5.580519696173334
GMM,PG,MH,5,10,6,μ[2],10,-4.89859674931917
GMM,PG,MH,5,10,7,w[1],1,0.24900821204262655
GMM,PG,MH,5,10,7,w[2],1,0.7509917879573734
GMM,PG,MH,5,10,7,z[1],1,2.0
GMM,PG,MH,5,10,7,z[2],1,2.0
GMM,PG,MH,5,10,7,z[3],1,2.0
GMM,PG,MH,5,10,7,z[4],1,2.0
GMM,PG,MH,5,10,7,z[5],1,2.0
GMM,PG,MH,5,10,7,z[6],1,2.0
GMM,PG,MH,5,10,7,z[7],1,2.0
GMM,PG,MH,5,10,7,z[8],1,2.0
GMM,PG,MH,5,10,7,z[9],1,2.0
GMM,PG,MH,5,10,7,z[10],1,2.0
GMM,PG,MH,5,10,7,μ[1],1,8.621317613460425
GMM,PG,MH,5,10,7,μ[2],1,2.4557889676119644
GMM,PG,MH,5,10,7,w[1],2,0.8136672436899873
GMM,PG,MH,5,10,7,w[2],2,0.1863327563100125
GMM,PG,MH,5,10,7,z[1],2,2.0
GMM,PG,MH,5,10,7,z[2],2,2.0
GMM,PG,MH,5,10,7,z[3],2,2.0
GMM,PG,MH,5,10,7,z[4],2,2.0
GMM,PG,MH,5,10,7,z[5],2,2.0
GMM,PG,MH,5,10,7,z[6],2,2.0
GMM,PG,MH,5,10,7,z[7],2,2.0
GMM,PG,MH,5,10,7,z[8],2,2.0
GMM,PG,MH,5,10,7,z[9],2,2.0
GMM,PG,MH,5,10,7,z[10],2,2.0
GMM,PG,MH,5,10,7,μ[1],2,-6.944089074941235
GMM,PG,MH,5,10,7,μ[2],2,-5.863125647429712
GMM,PG,MH,5,10,7,w[1],3,0.8136672436899873
GMM,PG,MH,5,10,7,w[2],3,0.1863327563100125
GMM,PG,MH,5,10,7,z[1],3,2.0
GMM,PG,MH,5,10,7,z[2],3,1.0
GMM,PG,MH,5,10,7,z[3],3,2.0
GMM,PG,MH,5,10,7,z[4],3,2.0
GMM,PG,MH,5,10,7,z[5],3,1.0
GMM,PG,MH,5,10,7,z[6],3,2.0
GMM,PG,MH,5,10,7,z[7],3,1.0
GMM,PG,MH,5,10,7,z[8],3,1.0
GMM,PG,MH,5,10,7,z[9],3,1.0
GMM,PG,MH,5,10,7,z[10],3,1.0
GMM,PG,MH,5,10,7,μ[1],3,-6.944089074941235
GMM,PG,MH,5,10,7,μ[2],3,-5.863125647429712
GMM,PG,MH,5,10,7,w[1],4,0.8136672436899873
GMM,PG,MH,5,10,7,w[2],4,0.1863327563100125
GMM,PG,MH,5,10,7,z[1],4,1.0
GMM,PG,MH,5,10,7,z[2],4,1.0
GMM,PG,MH,5,10,7,z[3],4,1.0
GMM,PG,MH,5,10,7,z[4],4,1.0
GMM,PG,MH,5,10,7,z[5],4,2.0
GMM,PG,MH,5,10,7,z[6],4,1.0
GMM,PG,MH,5,10,7,z[7],4,1.0
GMM,PG,MH,5,10,7,z[8],4,1.0
GMM,PG,MH,5,10,7,z[9],4,1.0
GMM,PG,MH,5,10,7,z[10],4,1.0
GMM,PG,MH,5,10,7,μ[1],4,-6.944089074941235
GMM,PG,MH,5,10,7,μ[2],4,-5.863125647429712
GMM,PG,MH,5,10,7,w[1],5,0.8136672436899873
GMM,PG,MH,5,10,7,w[2],5,0.1863327563100125
GMM,PG,MH,5,10,7,z[1],5,1.0
GMM,PG,MH,5,10,7,z[2],5,1.0
GMM,PG,MH,5,10,7,z[3],5,1.0
GMM,PG,MH,5,10,7,z[4],5,1.0
GMM,PG,MH,5,10,7,z[5],5,2.0
GMM,PG,MH,5,10,7,z[6],5,1.0
GMM,PG,MH,5,10,7,z[7],5,2.0
GMM,PG,MH,5,10,7,z[8],5,1.0
GMM,PG,MH,5,10,7,z[9],5,1.0
GMM,PG,MH,5,10,7,z[10],5,1.0
GMM,PG,MH,5,10,7,μ[1],5,-6.944089074941235
GMM,PG,MH,5,10,7,μ[2],5,-5.863125647429712
GMM,PG,MH,5,10,7,w[1],6,0.8136672436899873
GMM,PG,MH,5,10,7,w[2],6,0.1863327563100125
GMM,PG,MH,5,10,7,z[1],6,1.0
GMM,PG,MH,5,10,7,z[2],6,1.0
GMM,PG,MH,5,10,7,z[3],6,1.0
GMM,PG,MH,5,10,7,z[4],6,1.0
GMM,PG,MH,5,10,7,z[5],6,2.0
GMM,PG,MH,5,10,7,z[6],6,1.0
GMM,PG,MH,5,10,7,z[7],6,1.0
GMM,PG,MH,5,10,7,z[8],6,1.0
GMM,PG,MH,5,10,7,z[9],6,2.0
GMM,PG,MH,5,10,7,z[10],6,1.0
GMM,PG,MH,5,10,7,μ[1],6,-6.944089074941235
GMM,PG,MH,5,10,7,μ[2],6,-5.863125647429712
GMM,PG,MH,5,10,7,w[1],7,0.8136672436899873
GMM,PG,MH,5,10,7,w[2],7,0.1863327563100125
GMM,PG,MH,5,10,7,z[1],7,1.0
GMM,PG,MH,5,10,7,z[2],7,1.0
GMM,PG,MH,5,10,7,z[3],7,1.0
GMM,PG,MH,5,10,7,z[4],7,1.0
GMM,PG,MH,5,10,7,z[5],7,1.0
GMM,PG,MH,5,10,7,z[6],7,1.0
GMM,PG,MH,5,10,7,z[7],7,1.0
GMM,PG,MH,5,10,7,z[8],7,1.0
GMM,PG,MH,5,10,7,z[9],7,1.0
GMM,PG,MH,5,10,7,z[10],7,1.0
GMM,PG,MH,5,10,7,μ[1],7,-6.944089074941235
GMM,PG,MH,5,10,7,μ[2],7,-5.863125647429712
GMM,PG,MH,5,10,7,w[1],8,0.8136672436899873
GMM,PG,MH,5,10,7,w[2],8,0.1863327563100125
GMM,PG,MH,5,10,7,z[1],8,2.0
GMM,PG,MH,5,10,7,z[2],8,1.0
GMM,PG,MH,5,10,7,z[3],8,1.0
GMM,PG,MH,5,10,7,z[4],8,1.0
GMM,PG,MH,5,10,7,z[5],8,2.0
GMM,PG,MH,5,10,7,z[6],8,1.0
GMM,PG,MH,5,10,7,z[7],8,1.0
GMM,PG,MH,5,10,7,z[8],8,1.0
