model,discrete_algorithm,continuous_algorithm,particles,data_size,repetition,parameter,step,value
GMM,PG,MH,5,10,7,z[9],8,2.0
GMM,PG,MH,5,10,7,z[10],8,1.0
GMM,PG,MH,5,10,7,μ[1],8,-6.944089074941235
GMM,PG,MH,5,10,7,μ[2],8,-5.863125647429712
GMM,PG,MH,5,10,7,w[1],9,0.8136672436899873
GMM,PG,MH,5,10,7,w[2],9,0.1863327563100125
GMM,PG,MH,5,10,7,z[1],9,1.0
GMM,PG,MH,5,10,7,z[2],9,1.0
GMM,PG,MH,5,10,7,z[3],9,1.0
GMM,PG,MH,5,10,7,z[4],9,2.0
GMM,PG,MH,5,10,7,z[5],9,1.0
GMM,PG,MH,5,10,7,z[6],9,1.0
GMM,PG,MH,5,10,7,z[7],9,1.0
GMM,PG,MH,5,10,7,z[8],9,1.0
GMM,PG,MH,5,10,7,z[9],9,1.0
GMM,PG,MH,5,10,7,z[10],9,1.0
GMM,PG,MH,5,10,7,μ[1],9,-6.944089074941235
GMM,PG,MH,5,10,7,μ[2],9,-5.863125647429712
GMM,PG,MH,5,10,7,w[1],10,0.8136672436899873
GMM,PG,MH,5,10,7,w[2],10,0.1863327563100125
GMM,PG,MH,5,10,7,z[1],10,1.0
GMM,PG,MH,5,10,7,z[2],10,1.0
GMM,PG,MH,5,10,7,z[3],10,1.0
GMM,PG,MH,5,10,7,z[4],10,2.0
GMM,PG,MH,5,10,7,z[5],10,1.0
GMM,PG,MH,5,10,7,z[6],10,1.0
GMM,PG,MH,5,10,7,z[7],10,1.0
GMM,PG,MH,5,10,7,z[8],10,1.0
GMM,PG,MH,5,10,7,z[9],10,1.0
GMM,PG,MH,5,10,7,z[10],10,1.0
GMM,PG,MH,5,10,7,μ[1],10,-6.944089074941235
GMM,PG,MH,5,10,7,μ[2],10,-5.863125647429712
GMM,PG,MH,5,10,8,w[1],1,0.9995111536135148
GMM,PG,MH,5,10,8,w[2],1,0.000488846386485085
GMM,PG,MH,5,10,8,z[1],1,1.0
GMM,PG,MH,5,10,8,z[2],1,1.0
GMM,PG,MH,5,10,8,z[3],1,1.0
GMM,PG,MH,5,10,8,z[4],1,1.0
GMM,PG,MH,5,10,8,z[5],1,1.0
GMM,PG,MH,5,10,8,z[6],1,1.0
GMM,PG,MH,5,10,8,z[7],1,1.0
GMM,PG,MH,5,10,8,z[8],1,1.0
GMM,PG,MH,5,10,8,z[9],1,1.0
GMM,PG,MH,5,10,8,z[10],1,1.0
GMM,PG,MH,5,10,8,μ[1],1,-1.5846380361414434
GMM,PG,MH,5,10,8,μ[2],1,-2.8656874692727596
GMM,PG,MH,5,10,8,w[1],2,0.05925904099681957
GMM,PG,MH,5,10,8,w[2],2,0.9407409590031804
GMM,PG,MH,5,10,8,z[1],2,1.0
GMM,PG,MH,5,10,8,z[2],2,1.0
GMM,PG,MH,5,10,8,z[3],2,1.0
GMM,PG,MH,5,10,8,z[4],2,1.0
GMM,PG,MH,5,10,8,z[5],2,1.0
GMM,PG,MH,5,10,8,z[6],2,1.0
GMM,PG,MH,5,10,8,z[7],2,1.0
GMM,PG,MH,5,10,8,z[8],2,1.0
GMM,PG,MH,5,10,8,z[9],2,1.0
GMM,PG,MH,5,10,8,z[10],2,1.0
GMM,PG,MH,5,10,8,μ[1],2,-4.643898349397653
GMM,PG,MH,5,10,8,μ[2],2,3.5999653687128568
GMM,PG,MH,5,10,8,w[1],3,0.05925904099681957
GMM,PG,MH,5,10,8,w[2],3,0.9407409590031804
GMM,PG,MH,5,10,8,z[1],3,1.0
GMM,PG,MH,5,10,8,z[2],3,1.0
GMM,PG,MH,5,10,8,z[3],3,1.0
GMM,PG,MH,5,10,8,z[4],3,1.0
GMM,PG,MH,5,10,8,z[5],3,1.0
GMM,PG,MH,5,10,8,z[6],3,1.0
GMM,PG,MH,5,10,8,z[7],3,1.0
GMM,PG,MH,5,10,8,z[8],3,1.0
GMM,PG,MH,5,10,8,z[9],3,1.0
GMM,PG,MH,5,10,8,z[10],3,1.0
GMM,PG,MH,5,10,8,μ[1],3,-4.643898349397653
GMM,PG,MH,5,10,8,μ[2],3,3.5999653687128568
GMM,PG,MH,5,10,8,w[1],4,0.05925904099681957
GMM,PG,MH,5,10,8,w[2],4,0.9407409590031804
GMM,PG,MH,5,10,8,z[1],4,1.0
GMM,PG,MH,5,10,8,z[2],4,1.0
GMM,PG,MH,5,10,8,z[3],4,1.0
GMM,PG,MH,5,10,8,z[4],4,1.0
GMM,PG,MH,5,10,8,z[5],4,1.0
GMM,PG,MH,5,10,8,z[6],4,1.0
GMM,PG,MH,5,10,8,z[7],4,1.0
GMM,PG,MH,5,10,8,z[8],4,1.0
GMM,PG,MH,5,10,8,z[9],4,1.0
GMM,PG,MH,5,10,8,z[10],4,1.0
GMM,PG,MH,5,10,8,μ[1],4,-4.643898349397653
GMM,PG,MH,5,10,8,μ[2],4,3.5999653687128568
GMM,PG,MH,5,10,8,w[1],5,0.05925904099681957
GMM,PG,MH,5,10,8,w[2],5,0.9407409590031804
GMM,PG,MH,5,10,8,z[1],5,1.0
GMM,PG,MH,5,10,8,z[2],5,1.0
GMM,PG,MH,5,10,8,z[3],5,1.0
GMM,PG,MH,5,10,8,z[4],5,1.0
GMM,PG,MH,5,10,8,z[5],5,1.0
GMM,PG,MH,5,10,8,z[6],5,1.0
GMM,PG,MH,5,10,8,z[7],5,1.0
GMM,PG,MH,5,10,8,z[8],5,1.0
GMM,PG,MH,5,10,8,z[9],5,1.0
GMM,PG,MH,5,10,8,z[10],5,1.0
GMM,PG,MH,5,10,8,μ[1],5,-4.643898349397653
GMM,PG,MH,5,10,8,μ[2],5,3.5999653687128568
GMM,PG,MH,5,10,8,w[1],6,0.2192168034407024
GMM,PG,MH,5,10,8,w[2],6,0.7807831965592977
GMM,PG,MH,5,10,8,z[1],6,2.0
GMM,PG,MH,5,10,8,z[2],6,1.0
GMM,PG,MH,5,10,8,z[3],6,2.0
GMM,PG,MH,5,10,8,z[4],6,2.0
GMM,PG,MH,5,10,8,z[5],6,2.0
GMM,PG,MH,5,10,8,z[6],6,1.0
GMM,PG,MH,5,10,8,z[7],6,2.0
GMM,PG,MH,5,10,8,z[8],6,1.0
GMM,PG,MH,5,10,8,z[9],6,2.0
GMM,PG,MH,5,10,8,z[10],6,2.0
GMM,PG,MH,5,10,8,μ[1],6,-0.15657439647246596
GMM,PG,MH,5,10,8,μ[2],6,-4.732930460725879
GMM,PG,MH,5,10,8,w[1],7,0.2192168034407024
GMM,PG,MH,5,10,8,w[2],7,0.7807831965592977
GMM,PG,MH,5,10,8,z[1],7,2.0
GMM,PG,MH,5,10,8,z[2],7,2.0
GMM,PG,MH,5,10,8,z[3],7,2.0
GMM,PG,MH,5,10,8,z[4],7,2.0
GMM,PG,MH,5,10,8,z[5],7,2.0
GMM,PG,MH,5,10,8,z[6],7,2.0
GMM,PG,MH,5,10,8,z[7],7,2.0
GMM,PG,MH,5,10,8,z[8],7,2.0
GMM,PG,MH,5,10,8,z[9],7,2.0
GMM,PG,MH,5,10,8,z[10],7,2.0
GMM,PG,MH,5,10,8,μ[1],7,-0.15657439647246596
GMM,PG,MH,5,10,8,μ[2],7,-4.732930460725879
GMM,PG,MH,5,10,8,w[1],8,0.2192168034407024
GMM,PG,MH,5,10,8,w[2],8,0.7807831965592977
GMM,PG,MH,5,10,8,z[1],8,2.0
GMM,PG,MH,5,10,8,z[2],8,2.0
GMM,PG,MH,5,10,8,z[3],8,2.0
GMM,PG,MH,5,10,8,z[4],8,2.0
GMM,PG,MH,5,10,8,z[5],8,2.0
GMM,PG,MH,5,10,8,z[6],8,2.0
GMM,PG,MH,5,10,8,z[7],8,2.0
GMM,PG,MH,5,10,8,z[8],8,2.0
GMM,PG,MH,5,10,8,z[9],8,2.0
GMM,PG,MH,5,10,8,z[10],8,2.0
GMM,PG,MH,5,10,8,μ[1],8,-0.15657439647246596
GMM,PG,MH,5,10,8,μ[2],8,-4.732930460725879
GMM,PG,MH,5,10,8,w[1],9,0.2192168034407024
GMM,PG,MH,5,10,8,w[2],9,0.7807831965592977
GMM,PG,MH,5,10,8,z[1],9,2.0
GMM,PG,MH,5,10,8,z[2],9,2.0
GMM,PG,MH,5,10,8,z[3],9,2.0
GMM,PG,MH,5,10,8,z[4],9,2.0
GMM,PG,MH,5,10,8,z[5],9,2.0
GMM,PG,MH,5,10,8,z[6],9,2.0
GMM,PG,MH,5,10,8,z[7],9,2.0
GMM,PG,MH,5,10,8,z[8],9,2.0
GMM,PG,MH,5,10,8,z[9],9,2.0
GMM,PG,MH,5,10,8,z[10],9,2.0
GMM,PG,MH,5,10,8,μ[1],9,-0.15657439647246596
GMM,PG,MH,5,10,8,μ[2],9,-4.732930460725879
GMM,PG,MH,5,10,8,w[1],10,0.2192168034407024
GMM,PG,MH,5,10,8,w[2],10,0.7807831965592977
GMM,PG,MH,5,10,8,z[1],10,2.0
GMM,PG,MH,5,10,8,z[2],10,2.0
GMM,PG,MH,5,10,8,z[3],10,2.0
GMM,PG,MH,5,10,8,z[4],10,2.0
GMM,PG,MH,5,10,8,z[5],10,2.0
GMM,PG,MH,5,10,8,z[6],10,2.0
GMM,PG,MH,5,10,8,z[7],10,2.0
GMM,PG,MH,5,10,8,z[8],10,2.0
GMM,PG,MH,5,10,8,z[9],10,2.0
GMM,PG,MH,5,10,8,z[10],10,2.0
GMM,PG,MH,5,10,8,μ[1],10,-0.15657439647246596
GMM,PG,MH,5,10,8,μ[2],10,-4.732930460725879
GMM,PG,MH,5,10,9,w[1],1,0.7496108337152004
GMM,PG,MH,5,10,9,w[2],1,0.2503891662847996
GMM,PG,MH,5,10,9,z[1],1,1.0
GMM,PG,MH,5,10,9,z[2],1,1.0
GMM,PG,MH,5,10,9,z[3],1,1.0
GMM,PG,MH,5,10,9,z[4],1,1.0
GMM,PG,MH,5,10,9,z[5],1,1.0
GMM,PG,MH,5,10,9,z[6],1,1.0
GMM,PG,MH,5,10,9,z[7],1,1.0
GMM,PG,MH,5,10,9,z[8],1,1.0
GMM,PG,MH,5,10,9,z[9],1,1.0
GMM,PG,MH,5,10,9,z[10],1,1.0
GMM,PG,MH,5,10,9,μ[1],1,-0.4137176230639334
GMM,PG,MH,5,10,9,μ[2],1,0.4292827807533126
GMM,PG,MH,5,10,9,w[1],2,0.7665111917938485
GMM,PG,MH,5,10,9,w[2],2,0.23348880820615137
GMM,PG,MH,5,10,9,z[1],2,1.0
GMM,PG,MH,5,10,9,z[2],2,1.0
GMM,PG,MH,5,10,9,z[3],2,1.0
GMM,PG,MH,5,10,9,z[4],2,1.0
GMM,PG,MH,5,10,9,z[5],2,1.0
GMM,PG,MH,5,10,9,z[6],2,1.0
GMM,PG,MH,5,10,9,z[7],2,1.0
GMM,PG,MH,5,10,9,z[8],2,1.0
GMM,PG,MH,5,10,9,z[9],2,1.0
GMM,PG,MH,5,10,9,z[10],2,1.0
GMM,PG,MH,5,10,9,μ[1],2,-0.6480662887899756
GMM,PG,MH,5,10,9,μ[2],2,-5.323318293943285
GMM,PG,MH,5,10,9,w[1],3,0.7665111917938485
GMM,PG,MH,5,10,9,w[2],3,0.23348880820615137
GMM,PG,MH,5,10,9,z[1],3,1.0
GMM,PG,MH,5,10,9,z[2],3,2.0
GMM,PG,MH,5,10,9,z[3],3,2.0
GMM,PG,MH,5,10,9,z[4],3,2.0
GMM,PG,MH,5,10,9,z[5],3,2.0
GMM,PG,MH,5,10,9,z[6],3,1.0
GMM,PG,MH,5,10,9,z[7],3,2.0
GMM,PG,MH,5,10,9,z[8],3,2.0
GMM,PG,MH,5,10,9,z[9],3,2.0
GMM,PG,MH,5,10,9,z[10],3,2.0
GMM,PG,MH,5,10,9,μ[1],3,-0.6480662887899756
GMM,PG,MH,5,10,9,μ[2],3,-5.323318293943285
GMM,PG,MH,5,10,9,w[1],4,0.7665111917938485
GMM,PG,MH,5,10,9,w[2],4,0.23348880820615137
GMM,PG,MH,5,10,9,z[1],4,2.0
GMM,PG,MH,5,10,9,z[2],4,2.0
GMM,PG,MH,5,10,9,z[3],4,2.0
GMM,PG,MH,5,10,9,z[4],4,2.0
GMM,PG,MH,5,10,9,z[5],4,1.0
GMM,PG,MH,5,10,9,z[6],4,2.0
GMM,PG,MH,5,10,9,z[7],4,2.0
GMM,PG,MH,5,10,9,z[8],4,2.0
GMM,PG,MH,5,10,9,z[9],4,2.0
GMM,PG,MH,5,10,9,z[10],4,1.0
GMM,PG,MH,5,10,9,μ[1],4,-0.6480662887899756
GMM,PG,MH,5,10,9,μ[2],4,-5.323318293943285
GMM,PG,MH,5,10,9,w[1],5,0.7665111917938485
GMM,PG,MH,5,10,9,w[2],5,0.23348880820615137
GMM,PG,MH,5,10,9,z[1],5,2.0
GMM,PG,MH,5,10,9,z[2],5,2.0
GMM,PG,MH,5,10,9,z[3],5,1.0
GMM,PG,MH,5,10,9,z[4],5,2.0
GMM,PG,MH,5,10,9,z[5],5,1.0
GMM,PG,MH,5,10,9,z[6],5,2.0
GMM,PG,MH,5,10,9,z[7],5,2.0
GMM,PG,MH,5,10,9,z[8],5,1.0
GMM,PG,MH,5,10,9,z[9],5,2.0
GMM,PG,MH,5,10,9,z[10],5,2.0
GMM,PG,MH,5,10,9,μ[1],5,-0.6480662887899756
GMM,PG,MH,5,10,9,μ[2],5,-5.323318293943285
GMM,PG,MH,5,10,9,w[1],6,0.7665111917938485
GMM,PG,MH,5,10,9,w[2],6,0.23348880820615137
GMM,PG,MH,5,10,9,z[1],6,2.0
GMM,PG,MH,5,10,9,z[2],6,2.0
GMM,PG,MH,5,10,9,z[3],6,2.0
GMM,PG,MH,5,10,9,z[4],6,2.0
GMM,PG,MH,5,10,9,z[5],6,2.0
GMM,PG,MH,5,10,9,z[6],6,2.0
GMM,PG,MH,5,10,9,z[7],6,1.0
GMM,PG,MH,5,10,9,z[8],6,2.0
GMM,PG,MH,5,10,9,z[9],6,2.0
GMM,PG,MH,5,10,9,z[10],6,1.0
GMM,PG,MH,5,10,9,μ[1],6,-0.6480662887899756
GMM,PG,MH,5,10,9,μ[2],6,-5.323318293943285
GMM,PG,MH,5,10,9,w[1],7,0.7665111917938485
GMM,PG,MH,5,10,9,w[2],7,0.23348880820615137
GMM,PG,MH,5,10,9,z[1],7,2.0
GMM,PG,MH,5,10,9,z[2],7,2.0
GMM,PG,MH,5,10,9,z[3],7,2.0
GMM,PG,MH,5,10,9,z[4],7,2.0
GMM,PG,MH,5,10,9,z[5],7,1.0
GMM,PG,MH,5,10,9,z[6],7,1.0
GMM,PG,MH,5,10,9,z[7],7,2.0
GMM,PG,MH,5,10,9,z[8],7,1.0
GMM,PG,MH,5,10,9,z[9],7,2.0
GMM,PG,MH,5,10,9,z[10],7,2.0
GMM,PG,MH,5,10,9,μ[1],7,-0.6480662887899756
GMM,PG,MH,5,10,9,μ[2],7,-5.323318293943285
GMM,PG,MH,5,10,9,w[1],8,0.7665111917938485
GMM,PG,MH,5,10,9,w[2],8,0.23348880820615137
GMM,PG,MH,5,10,9,z[1],8,1.0
GMM,PG,MH,5,10,9,z[2],8,2.0
GMM,PG,MH,5,10,9,z[3],8,1.0
GMM,PG,MH,5,10,9,z[4],8,2.0
GMM,PG,MH,5,10,9,z[5],8,1.0
GMM,PG,MH,5,10,9,z[6],8,2.0
GMM,PG,MH,5,10,9,z[7],8,1.0
GMM,PG,MH,5,10,9,z[8],8,2.0
GMM,PG,MH,5,10,9,z[9],8,2.0
GMM,PG,MH,5,10,9,z[10],8,1.0
GMM,PG,MH,5,10,9,μ[1],8,-0.6480662887899756
GMM,PG,MH,5,10,9,μ[2],8,-5.323318293943285
GMM,PG,MH,5,10,9,w[1],9,0.7665111917938485
GMM,PG,MH,5,10,9,w[2],9,0.23348880820615137
GMM,PG,MH,5,10,9,z[1],9,1.0
GMM,PG,MH,5,10,9,z[2],9,2.0
GMM,PG,MH,5,10,9,z[3],9,2.0
GMM,PG,MH,5,10,9,z[4],9,2.0
GMM,PG,MH,5,10,9,z[5],9,1.0
GMM,PG,MH,5,10,9,z[6],9,2.0
GMM,PG,MH,5,10,9,z[7],9,1.0
GMM,PG,MH,5,10,9,z[8],9,2.0
GMM,PG,MH,5,10,9,z[9],9,1.0
GMM,PG,MH,5,10,9,z[10],9,2.0
GMM,PG,MH,5,10,9,μ[1],9,-0.6480662887899756
GMM,PG,MH,5,10,9,μ[2],9,-5.323318293943285
GMM,PG,MH,5,10,9,w[1],10,0.7665111917938485
GMM,PG,MH,5,10,9,w[2],10,0.23348880820615137
GMM,PG,MH,5,10,9,z[1],10,1.0
GMM,PG,MH,5,10,9,z[2],10,2.0
GMM,PG,MH,5,10,9,z[3],10,2.0
GMM,PG,MH,5,10,9,z[4],10,2.0
GMM,PG,MH,5,10,9,z[5],10,2.0
GMM,PG,MH,5,10,9,z[6],10,2.0
GMM,PG,MH,5,10,9,z[7],10,1.0
GMM,PG,MH,5,10,9,z[8],10,2.0
GMM,PG,MH,5,10,9,z[9],10,2.0
GMM,PG,MH,5,10,9,z[10],10,2.0
GMM,PG,MH,5,10,9,μ[1],10,-0.6480662887899756
GMM,PG,MH,5,10,9,μ[2],10,-5.323318293943285
GMM,PG,MH,5,10,10,w[1],1,0.7235977294226669
GMM,PG,MH,5,10,10,w[2],1,0.2764022705773332
GMM,PG,MH,5,10,10,z[1],1,2.0
GMM,PG,MH,5,10,10,z[2],1,2.0
GMM,PG,MH,5,10,10,z[3],1,2.0
GMM,PG,MH,5,10,10,z[4],1,2.0
GMM,PG,MH,5,10,10,z[5],1,2.0
GMM,PG,MH,5,10,10,z[6],1,2.0
GMM,PG,MH,5,10,10,z[7],1,2.0
GMM,PG,MH,5,10,10,z[8],1,2.0
GMM,PG,MH,5,10,10,z[9],1,2.0
GMM,PG,MH,5,10,10,z[10],1,2.0
GMM,PG,MH,5,10,10,μ[1],1,-1.0234045800777298
GMM,PG,MH,5,10,10,μ[2],1,-4.351640469018359
GMM,PG,MH,5,10,10,w[1],2,0.7235977294226669
GMM,PG,MH,5,10,10,w[2],2,0.2764022705773332
GMM,PG,MH,5,10,10,z[1],2,1.0
GMM,PG,MH,5,10,10,z[2],2,1.0
GMM,PG,MH,5,10,10,z[3],2,2.0
GMM,PG,MH,5,10,10,z[4],2,2.0
GMM,PG,MH,5,10,10,z[5],2,2.0
GMM,PG,MH,5,10,10,z[6],2,2.0
GMM,PG,MH,5,10,10,z[7],2,2.0
GMM,PG,MH,5,10,10,z[8],2,2.0
GMM,PG,MH,5,10,10,z[9],2,1.0
GMM,PG,MH,5,10,10,z[10],2,2.0
GMM,PG,MH,5,10,10,μ[1],2,-1.0234045800777298
GMM,PG,MH,5,10,10,μ[2],2,-4.351640469018359
GMM,PG,MH,5,10,10,w[1],3,0.7235977294226669
GMM,PG,MH,5,10,10,w[2],3,0.2764022705773332
GMM,PG,MH,5,10,10,z[1],3,2.0
GMM,PG,MH,5,10,10,z[2],3,2.0
GMM,PG,MH,5,10,10,z[3],3,2.0
GMM,PG,MH,5,10,10,z[4],3,2.0
GMM,PG,MH,5,10,10,z[5],3,2.0
GMM,PG,MH,5,10,10,z[6],3,2.0
GMM,PG,MH,5,10,10,z[7],3,2.0
GMM,PG,MH,5,10,10,z[8],3,2.0
GMM,PG,MH,5,10,10,z[9],3,2.0
GMM,PG,MH,5,10,10,z[10],3,1.0
GMM,PG,MH,5,10,10,μ[1],3,-1.0234045800777298
GMM,PG,MH,5,10,10,μ[2],3,-4.351640469018359
GMM,PG,MH,5,10,10,w[1],4,0.16618006853612854
GMM,PG,MH,5,10,10,w[2],4,0.8338199314638713
GMM,PG,MH,5,10,10,z[1],4,2.0
GMM,PG,MH,5,10,10,z[2],4,2.0
GMM,PG,MH,5,10,10,z[3],4,2.0
GMM,PG,MH,5,10,10,z[4],4,1.0
GMM,PG,MH,5,10,10,z[5],4,2.0
GMM,PG,MH,5,10,10,z[6],4,1.0
GMM,PG,MH,5,10,10,z[7],4,2.0
GMM,PG,MH,5,10,10,z[8],4,2.0
GMM,PG,MH,5,10,10,z[9],4,2.0
GMM,PG,MH,5,10,10,z[10],4,1.0
GMM,PG,MH,5,10,10,μ[1],4,-5.3819525019996615
GMM,PG,MH,5,10,10,μ[2],4,-3.35832119156409
GMM,PG,MH,5,10,10,w[1],5,0.16618006853612854
GMM,PG,MH,5,10,10,w[2],5,0.8338199314638713
GMM,PG,MH,5,10,10,z[1],5,1.0
GMM,PG,MH,5,10,10,z[2],5,1.0
GMM,PG,MH,5,10,10,z[3],5,1.0
GMM,PG,MH,5,10,10,z[4],5,1.0
GMM,PG,MH,5,10,10,z[5],5,2.0
GMM,PG,MH,5,10,10,z[6],5,2.0
GMM,PG,MH,5,10,10,z[7],5,1.0
GMM,PG,MH,5,10,10,z[8],5,1.0
GMM,PG,MH,5,10,10,z[9],5,1.0
GMM,PG,MH,5,10,10,z[10],5,2.0
GMM,PG,MH,5,10,10,μ[1],5,-5.3819525019996615
GMM,PG,MH,5,10,10,μ[2],5,-3.35832119156409
GMM,PG,MH,5,10,10,w[1],6,0.16618006853612854
GMM,PG,MH,5,10,10,w[2],6,0.8338199314638713
GMM,PG,MH,5,10,10,z[1],6,2.0
GMM,PG,MH,5,10,10,z[2],6,2.0
GMM,PG,MH,5,10,10,z[3],6,2.0
GMM,PG,MH,5,10,10,z[4],6,2.0
GMM,PG,MH,5,10,10,z[5],6,2.0
GMM,PG,MH,5,10,10,z[6],6,1.0
GMM,PG,MH,5,10,10,z[7],6,1.0
GMM,PG,MH,5,10,10,z[8],6,2.0
GMM,PG,MH,5,10,10,z[9],6,2.0
GMM,PG,MH,5,10,10,z[10],6,2.0
GMM,PG,MH,5,10,10,μ[1],6,-5.3819525019996615
GMM,PG,MH,5,10,10,μ[2],6,-3.35832119156409
GMM,PG,MH,5,10,10,w[1],7,0.16618006853612854
GMM,PG,MH,5,10,10,w[2],7,0.8338199314638713
GMM,PG,MH,5,10,10,z[1],7,1.0
GMM,PG,MH,5,10,10,z[2],7,1.0
GMM,PG,MH,5,10,10,z[3],7,2.0
GMM,PG,MH,5,10,10,z[4],7,1.0
GMM,PG,MH,5,10,10,z[5],7,2.0
GMM,PG,MH,5,10,10,z[6],7,1.0
GMM,PG,MH,5,10,10,z[7],7,1.0
GMM,PG,MH,5,10,10,z[8],7,2.0
GMM,PG,MH,5,10,10,z[9],7,1.0
GMM,PG,MH,5,10,10,z[10],7,1.0
GMM,PG,MH,5,10,10,μ[1],7,-5.3819525019996615
GMM,PG,MH,5,10,10,μ[2],7,-3.35832119156409
GMM,PG,MH,5,10,10,w[1],8,0.16618006853612854
GMM,PG,MH,5,10,10,w[2],8,0.8338199314638713
GMM,PG,MH,5,10,10,z[1],8,2.0
GMM,PG,MH,5,10,10,z[2],8,1.0
GMM,PG,MH,5,10,10,z[3],8,1.0
GMM,PG,MH,5,10,10,z[4],8,1.0
GMM,PG,MH,5,10,10,z[5],8,2.0
GMM,PG,MH,5,10,10,z[6],8,1.0
GMM,PG,MH,5,10,10,z[7],8,1.0
GMM,PG,MH,5,10,10,z[8],8,1.0
GMM,PG,MH,5,10,10,z[9],8,1.0
GMM,PG,MH,5,10,10,z[10],8,1.0
GMM,PG,MH,5,10,10,μ[1],8,-5.3819525019996615
GMM,PG,MH,5,10,10,μ[2],8,-3.35832119156409
GMM,PG,MH,5,10,10,w[1],9,0.16618006853612854
GMM,PG,MH,5,10,10,w[2],9,0.8338199314638713
GMM,PG,MH,5,10,10,z[1],9,2.0
GMM,PG,MH,5,10,10,z[2],9,2.0
GMM,PG,MH,5,10,10,z[3],9,2.0
GMM,PG,MH,5,10,10,z[4],9,1.0
GMM,PG,MH,5,10,10,z[5],9,2.0
GMM,PG,MH,5,10,10,z[6],9,2.0
GMM,PG,MH,5,10,10,z[7],9,1.0
GMM,PG,MH,5,10,10,z[8],9,1.0
GMM,PG,MH,5,10,10,z[9],9,2.0
GMM,PG,MH,5,10,10,z[10],9,2.0
GMM,PG,MH,5,10,10,μ[1],9,-5.3819525019996615
GMM,PG,MH,5,10,10,μ[2],9,-3.35832119156409
GMM,PG,MH,5,10,10,w[1],10,0.16618006853612854
GMM,PG,MH,5,10,10,w[2],10,0.8338199314638713
GMM,PG,MH,5,10,10,z[1],10,2.0
GMM,PG,MH,5,10,10,z[2],10,2.0
GMM,PG,MH,5,10,10,z[3],10,1.0
GMM,PG,MH,5,10,10,z[4],10,1.0
GMM,PG,MH,5,10,10,z[5],10,2.0
GMM,PG,MH,5,10,10,z[6],10,1.0
GMM,PG,MH,5,10,10,z[7],10,1.0
GMM,PG,MH,5,10,10,z[8],10,2.0
GMM,PG,MH,5,10,10,z[9],10,1.0
GMM,PG,MH,5,10,10,z[10],10,2.0
GMM,PG,MH,5,10,10,μ[1],10,-5.3819525019996615
GMM,PG,MH,5,10,10,μ[2],10,-3.35832119156409
GMM,PG,HMC,5,10,1,w[1],1,0.8444404866647318
GMM,PG,HMC,5,10,1,w[2],1,0.15555951333526818
GMM,PG,HMC,5,10,1,z[1],1,1.0
GMM,PG,HMC,5,10,1,z[2],1,1.0
GMM,PG,HMC,5,10,1,z[3],1,1.0
GMM,PG,HMC,5,10,1,z[4],1,2.0
GMM,PG,HMC,5,10,1,z[5],1,1.0
GMM,PG,HMC,5,10,1,z[6],1,1.0
GMM,PG,HMC,5,10,1,z[7],1,1.0
GMM,PG,HMC,5,10,1,z[8],1,1.0
GMM,PG,HMC,5,10,1,z[9],1,1.0
GMM,PG,HMC,5,10,1,z[10],1,1.0
GMM,PG,HMC,5,10,1,μ[1],1,-10.252629761959135
GMM,PG,HMC,5,10,1,μ[2],1,-3.8095608809570907
GMM,PG,HMC,5,10,1,w[1],2,0.7043100818281872
GMM,PG,HMC,5,10,1,w[2],2,0.2956899181718128
GMM,PG,HMC,5,10,1,z[1],2,1.0
